Active Epicor Part,part_number,title,manufacturer,type,category,subcategory,short_description,long_description,features,upc,height,width,length,weight,instructions,warranty,Image,Data Sheet,Brochure,"If individual part, price available?",NOTES: CS DEPT
Yes,66-209-268S21,8' FIBRE-DIVE - SILVER GRAY,S.R. Smith,Deck Accessories,Diving,Boards,66-209-268S21 -  - 8' FIBRE-DIVE - SILVER GRAY,"The Fibre-Dive Board is perfect for light to moderate use on residential pools.  This board comes in 6', 8' and 10' lengths and features a sanded tread for maximum slip resistance.",Weight capacity is 250 lbs. ,8.40671E+11,"3""","20""","98""",59 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127013/fibre-dive-diving-board.jpg,,,,
Yes,66-209-268S2-1,8' FIBRE-DIVE - RADIANT WHITE,S.R. Smith,Deck Accessories,Diving,Boards,66-209-268S2-1 -  - 8' FIBRE-DIVE - RADIANT WHITE,"The Fibre-Dive Board is perfect for light to moderate use on residential pools.  This board comes in 6', 8' and 10' lengths and features a sanded tread for maximum slip resistance.",Weight capacity is 250 lbs. ,8.40671E+11,"3""","20""","98""",59 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127013/fibre-dive-diving-board.jpg,,,,
Yes,66-209-268S21T,8' FIBRE-DIVE (SG) MATCHING TREAD,S.R. Smith,Deck Accessories,Diving,Boards,66-209-268S21T -  - 8' FIBRE-DIVE (SG) MATCHING TREAD,"The Fibre-Dive Board is perfect for light to moderate use on residential pools.  This board comes in 6', 8' and 10' lengths and features a sanded tread for maximum slip resistance.",Weight capacity is 250 lbs. ,8.40671E+11,"3""","20""","98""",59 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127013/fibre-dive-diving-board.jpg,,,,
Yes,66-209-268S23,8' FIBRE-DIVE (PEBBLE) CLEAR TREAD,S.R. Smith,Deck Accessories,Diving,Boards,66-209-268S23 -  - 8' FIBRE-DIVE (PEBBLE) CLEAR TREAD,"The Fibre-Dive Board is perfect for light to moderate use on residential pools.  This board comes in 6', 8' and 10' lengths and features a sanded tread for maximum slip resistance.",Weight capacity is 250 lbs. ,8.40671E+11,"3""","20""","98""",59 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127013/fibre-dive-diving-board.jpg,,,,
Yes,66-209-268S24,8' FIBRE-DIVE (GRAY GRANITE) CLEAR TREAD,S.R. Smith,Deck Accessories,Diving,Boards,66-209-268S24 -  - 8' FIBRE-DIVE (GRAY GRANITE) CLEAR TREAD,"The Fibre-Dive Board is perfect for light to moderate use on residential pools.  This board comes in 6', 8' and 10' lengths and features a sanded tread for maximum slip resistance.",Weight capacity is 250 lbs. ,8.40671E+11,"3""","20""","98""",59 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127013/fibre-dive-diving-board.jpg,,,,
Yes,66-209-268S3-1,8' FIBRE-DIVE - MARINE BLUE,S.R. Smith,Deck Accessories,Diving,Boards,66-209-268S3-1 -  - 8' FIBRE-DIVE - MARINE BLUE,"The Fibre-Dive Board is perfect for light to moderate use on residential pools.  This board comes in 6', 8' and 10' lengths and features a sanded tread for maximum slip resistance.",Weight capacity is 250 lbs. ,8.40671E+11,"3""","20""","98""",59 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127013/fibre-dive-diving-board.jpg,,,,
Yes,66-209-268S3T,8' FIBRE-DIVE (MB) MATCHING TREAD,S.R. Smith,Deck Accessories,Diving,Boards,66-209-268S3T -  - 8' FIBRE-DIVE (MB) MATCHING TREAD,"The Fibre-Dive Board is perfect for light to moderate use on residential pools.  This board comes in 6', 8' and 10' lengths and features a sanded tread for maximum slip resistance.",Weight capacity is 250 lbs. ,8.40671E+11,"3""","20""","98""",59 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127013/fibre-dive-diving-board.jpg,,,,
Yes,66-209-270S10,10' FIBRE-DIVE - TAUPE,S.R. Smith,Deck Accessories,Diving,Boards,66-209-270S10 -  - 10' FIBRE-DIVE - TAUPE,"The Fibre-Dive Board is perfect for light to moderate use on residential pools.  This board comes in 6', 8' and 10' lengths and features a sanded tread for maximum slip resistance.",Weight capacity is 250 lbs. ,8.40671E+11,"3""","20""","122""",75 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127013/fibre-dive-diving-board.jpg,,,,
Yes,66-209-270S10T,10' FIBRE-DIVE (TAUPE) MATCHING TREAD,S.R. Smith,Deck Accessories,Diving,Boards,66-209-270S10T -  - 10' FIBRE-DIVE (TAUPE) MATCHING TREAD,"The Fibre-Dive Board is perfect for light to moderate use on residential pools.  This board comes in 6', 8' and 10' lengths and features a sanded tread for maximum slip resistance.",Weight capacity is 250 lbs. ,8.40671E+11,"3""","20""","122""",75 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127013/fibre-dive-diving-board.jpg,,,,
Yes,66-209-270S20,10' FIBRE-DIVE - PEWTER GRAY,S.R. Smith,Deck Accessories,Diving,Boards,66-209-270S20 -  - 10' FIBRE-DIVE - PEWTER GRAY,"The Fibre-Dive Board is perfect for light to moderate use on residential pools.  This board comes in 6', 8' and 10' lengths and features a sanded tread for maximum slip resistance.",Weight capacity is 250 lbs. ,8.40671E+11,"3""","20""","122""",75 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127013/fibre-dive-diving-board.jpg,,,,
Yes,66-209-270S20T,10' FIBRE-DIVE (PG) MATCHING TREAD,S.R. Smith,Deck Accessories,Diving,Boards,66-209-270S20T -  - 10' FIBRE-DIVE (PG) MATCHING TREAD,"The Fibre-Dive Board is perfect for light to moderate use on residential pools.  This board comes in 6', 8' and 10' lengths and features a sanded tread for maximum slip resistance.",Weight capacity is 250 lbs. ,8.40671E+11,"3""","20""","122""",75 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127013/fibre-dive-diving-board.jpg,,,,
Yes,66-209-270S21,10' FIBRE-DIVE - SILVER GRAY,S.R. Smith,Deck Accessories,Diving,Boards,66-209-270S21 -  - 10' FIBRE-DIVE - SILVER GRAY,"The Fibre-Dive Board is perfect for light to moderate use on residential pools.  This board comes in 6', 8' and 10' lengths and features a sanded tread for maximum slip resistance.",Weight capacity is 250 lbs. ,8.40671E+11,"3""","20""","122""",75 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127013/fibre-dive-diving-board.jpg,,,,
Yes,66-209-270S2-1,10' FIBRE-DIVE - RADIANT WHITE,S.R. Smith,Deck Accessories,Diving,Boards,66-209-270S2-1 -  - 10' FIBRE-DIVE - RADIANT WHITE,"The Fibre-Dive Board is perfect for light to moderate use on residential pools.  This board comes in 6', 8' and 10' lengths and features a sanded tread for maximum slip resistance.",Weight capacity is 250 lbs. ,8.40671E+11,"3""","20""","122""",75 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127013/fibre-dive-diving-board.jpg,,,,
Yes,66-209-270S21T,10' FIBRE-DIVE (SG) MATCHING TREAD,S.R. Smith,Deck Accessories,Diving,Boards,66-209-270S21T -  - 10' FIBRE-DIVE (SG) MATCHING TREAD,"The Fibre-Dive Board is perfect for light to moderate use on residential pools.  This board comes in 6', 8' and 10' lengths and features a sanded tread for maximum slip resistance.",Weight capacity is 250 lbs. ,8.40671E+11,"3""","20""","122""",75 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127013/fibre-dive-diving-board.jpg,,,,
Yes,66-209-270S3-1,10' FIBRE-DIVE - MARINE BLUE,S.R. Smith,Deck Accessories,Diving,Boards,66-209-270S3-1 -  - 10' FIBRE-DIVE - MARINE BLUE,"The Fibre-Dive Board is perfect for light to moderate use on residential pools.  This board comes in 6', 8' and 10' lengths and features a sanded tread for maximum slip resistance.",Weight capacity is 250 lbs. ,8.40671E+11,"3""","20""","122""",75 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127013/fibre-dive-diving-board.jpg,,,,
Yes,66-209-270S3T,10' FIBRE-DIVE (MB) MATCHING TREAD,S.R. Smith,Deck Accessories,Diving,Boards,66-209-270S3T -  - 10' FIBRE-DIVE (MB) MATCHING TREAD,"The Fibre-Dive Board is perfect for light to moderate use on residential pools.  This board comes in 6', 8' and 10' lengths and features a sanded tread for maximum slip resistance.",Weight capacity is 250 lbs. ,8.40671E+11,"3""","20""","122""",75 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127013/fibre-dive-diving-board.jpg,,,,
Yes,66-209-3102,10' ALUMINUM - RADIANT WHITE,S.R. Smith,Deck Accessories,Diving,Boards,66-209-3102 -  - 10' ALUMINUM - RADIANT WHITE,"The Olympian Aluminum Board is intended for heavy duty use on commercial and residential pools.  It is available in 8', 10', 12', 14' and 16' lengths.  The Olympian Aluminum Diving Board features an epoxy and welded beam extrusion construciton with welded ends, providing exceptional durability, and a non-slip tread for maximum safety.",Weight capacity is 250 lbs. ,8.40671E+11,"3""","20""","122""",78 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127010/olympian-aluminum-diving-board.jpg,,,,
Yes,66-209-3103,10' ALUMINUM - MARINE BLUE,S.R. Smith,Deck Accessories,Diving,Boards,66-209-3103 -  - 10' ALUMINUM - MARINE BLUE,"The Olympian Aluminum Board is intended for heavy duty use on commercial and residential pools.  It is available in 8', 10', 12', 14' and 16' lengths.  The Olympian Aluminum Diving Board features an epoxy and welded beam extrusion construciton with welded ends, providing exceptional durability, and a non-slip tread for maximum safety.",Weight capacity is 250 lbs. ,8.40671E+11,"3""","20""","122""",78 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127010/olympian-aluminum-diving-board.jpg,,,,
Yes,66-209-3122,12' ALUMINUM - RADIANT WHITE,S.R. Smith,Deck Accessories,Diving,Boards,66-209-3122 -  - 12' ALUMINUM - RADIANT WHITE,"The Olympian Aluminum Board is intended for heavy duty use on commercial and residential pools.  It is available in 8', 10', 12', 14' and 16' lengths.  The Olympian Aluminum Diving Board features an epoxy and welded beam extrusion construciton with welded ends, providing exceptional durability, and a non-slip tread for maximum safety.",Weight capacity is 250 lbs. ,8.40671E+11,"3""","20""","146""",98 lbs. ,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127010/olympian-aluminum-diving-board.jpg,,,,
Yes,66-209-3123,12' ALUMINUM - MARINE BLUE,S.R. Smith,Deck Accessories,Diving,Boards,66-209-3123 -  - 12' ALUMINUM - MARINE BLUE,"The Olympian Aluminum Board is intended for heavy duty use on commercial and residential pools.  It is available in 8', 10', 12', 14' and 16' lengths.  The Olympian Aluminum Diving Board features an epoxy and welded beam extrusion construciton with welded ends, providing exceptional durability, and a non-slip tread for maximum safety.",Weight capacity is 250 lbs. ,8.40671E+11,"3""","20""","146""",98 lbs. ,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127010/olympian-aluminum-diving-board.jpg,,,,
Yes,66-209-3142,14' ALUMINUM - RADIANT WHITE,S.R. Smith,Deck Accessories,Diving,Boards,66-209-3142 -  - 14' ALUMINUM - RADIANT WHITE,"The Olympian Aluminum Board is intended for heavy duty use on commercial and residential pools.  It is available in 8', 10', 12', 14' and 16' lengths.  The Olympian Aluminum Diving Board features an epoxy and welded beam extrusion construciton with welded ends, providing exceptional durability, and a non-slip tread for maximum safety.",Weight capacity is 250 lbs. ,8.40671E+11,"3""","20""","170""",190 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127010/olympian-aluminum-diving-board.jpg,,,,
Yes,66-209-3143,14' ALUMINUM - MARINE BLUE,S.R. Smith,Deck Accessories,Diving,Boards,66-209-3143 -  - 14' ALUMINUM - MARINE BLUE,"The Olympian Aluminum Board is intended for heavy duty use on commercial and residential pools.  It is available in 8', 10', 12', 14' and 16' lengths.  The Olympian Aluminum Diving Board features an epoxy and welded beam extrusion construciton with welded ends, providing exceptional durability, and a non-slip tread for maximum safety.",Weight capacity is 250 lbs. ,8.40671E+11,"3""","20""","170""",190 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127010/olympian-aluminum-diving-board.jpg,,,,
Yes,66-209-3162,16' ALUMINUM - RADIANT WHITE,S.R. Smith,Deck Accessories,Diving,Boards,66-209-3162 -  - 16' ALUMINUM - RADIANT WHITE,"The Olympian Aluminum Board is intended for heavy duty use on commercial and residential pools.  It is available in 8', 10', 12', 14' and 16' lengths.  The Olympian Aluminum Diving Board features an epoxy and welded beam extrusion construciton with welded ends, providing exceptional durability, and a non-slip tread for maximum safety.",Weight capacity is 250 lbs. ,8.40671E+11,"3""","20""","194""",206 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127010/olympian-aluminum-diving-board.jpg,,,,
Yes,66-209-3163,16' ALUMINUM - MARINE BLUE,S.R. Smith,Deck Accessories,Diving,Boards,66-209-3163 -  - 16' ALUMINUM - MARINE BLUE,"The Olympian Aluminum Board is intended for heavy duty use on commercial and residential pools.  It is available in 8', 10', 12', 14' and 16' lengths.  The Olympian Aluminum Diving Board features an epoxy and welded beam extrusion construciton with welded ends, providing exceptional durability, and a non-slip tread for maximum safety.",Weight capacity is 250 lbs. ,8.40671E+11,"3""","20""","194""",206 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127010/olympian-aluminum-diving-board.jpg,,,,
Yes,66-209-4082,8' FRONTIER IV BOARD - RADIANT WHITE,S.R. Smith,Deck Accessories,Diving,Boards,66-209-4082 -  - 8' FRONTIER IV BOARD - RADIANT WHITE,The Frontier IV Diving Board is intended for moderate to heavy use and comes in commercial and residential versions. It is made with a sanded tread for maximum slip resistance and comes in an 8' length only.,Weight capacity is 400 lbs.  Note that the Frontier IV diving board must be used with special U-Frames and Steel Meter Stands designed specifically for use with Frontier IV diving boards. Call for details.,8.40671E+11,"3""","20""","98""",83 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,www.srsmith.com/en/products/diving-boards/frontier-iv-diving-board/,,,,
Yes,66-209-412,HIPHOP BOARD - RADIANT WHITE,S.R. Smith,Deck Accessories,Diving,Boards,66-209-412 -  - HIPHOP BOARD - RADIANT WHITE,The HipHop Diving Board is made of a composite material that strenthens and lenthens the product life. The HipHop Diving Board also features an anti-slip tread for maximum safety.,Weight capacity is 250 lbs. ,8.40671E+11,"3.5""","33""","87""",62 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127018/hiphop-diving-board.jpg,,,,
Yes,66-209-4123,HIPHOPBOARD - SANDSTONE,S.R. Smith,Deck Accessories,Diving,Boards,66-209-4123 -  - HIPHOPBOARD - SANDSTONE,The HipHop Diving Board is made of a composite material that strenthens and lenthens the product life. The HipHop Diving Board also features an anti-slip tread for maximum safety.,Weight capacity is 250 lbs. ,8.40671E+11,"3.5""","33""","87""",62 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127018/hiphop-diving-board.jpg,,,,
Yes,66-209-4124,HIPHOP BOARD - GRAY GRANITE,S.R. Smith,Deck Accessories,Diving,Boards,66-209-4124 -  - HIPHOP BOARD - GRAY GRANITE,The HipHop Diving Board is made of a composite material that strenthens and lenthens the product life. The HipHop Diving Board also features an anti-slip tread for maximum safety.,Weight capacity is 250 lbs. ,8.40671E+11,"3.5""","33""","87""",62 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127018/hiphop-diving-board.jpg,,,,
Yes,66-209-422,FREESTYLE BOARD - RADIANT WHITE,S.R. Smith,Deck Accessories,Diving,Boards,66-209-422 -  - FREESTYLE BOARD - RADIANT WHITE,The FreeStyle Diving Board is made of a composite material that strenthens and lenthens the product life. The FreeStyle features an anti-slip tread for maximum safety.,Weight capacity is 250 lbs. ,8.40671E+11,"3.5""","39""","82""",60.5 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127014/freestyle-diving-board.jpg,,,,
Yes,66-209-4223,FREESTYLE BOARD - SANDSTONE,S.R. Smith,Deck Accessories,Diving,Boards,66-209-4223 -  - FREESTYLE BOARD - SANDSTONE,The FreeStyle Diving Board is made of a composite material that strenthens and lenthens the product life. The FreeStyle features an anti-slip tread for maximum safety.,Weight capacity is 250 lbs. ,8.40671E+11,"3.5""","39""","82""",60.5 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127014/freestyle-diving-board.jpg,,,,
