part_number,title,upc,price,og_oem,main_man,department,product_line,manufacturer
,Pentair/Purex C-Series Motors,,,,Pentair,Pump Parts,Pentair>Pump Parts,Val-Pak
V20-280,C-Series 5HP 1PH 230 Motor ,,733.01,71366,Pentair,Pump Parts,Pentair>Pump Parts,Val-Pak
V20-281,C-Series 5HP 3PH 220/440 Motor,,829.98,71364,Pentair,Pump Parts,Pentair>Pump Parts,Val-Pak
V20-282,C-Series 7.5HP 3PH 220/440 Motor,,916.34,71365,Pentair,Pump Parts,Pentair>Pump Parts,Val-Pak
V20-283,C-Series 10HP 3PH 220/440 Motor,,1156.52,71363,Pentair,Pump Parts,Pentair>Pump Parts,Val-Pak
V20-284,C-Series 15HP 3PH 220/440 Motor,,1468.71,71361,Pentair,Pump Parts,Pentair>Pump Parts,Val-Pak
V20-285,C-Series 20HP 3PH 220/440 Motor,,2895,71362,Pentair,Pump Parts,Pentair>Pump Parts,Val-Pak
,Pentair/Purex C-Series Motor sub assembly,,,,Pentair,Pump Parts,Pentair>Pump Parts,Val-Pak
V20-500,5 HP CM-50 230V 1 PH,,1911.8,73260,Pentair,Pump Parts,Pentair>Pump Parts,Val-Pak
V20-501,5 HP CH-50 230V 1 PH,,2318.48,73264,Pentair,Pump Parts,Pentair>Pump Parts,Val-Pak
V20-502,5 HP CMK-50 220/440V 3 PH,,2165.78,73262,Pentair,Pump Parts,Pentair>Pump Parts,Val-Pak
V20-503,5 HP CHK-50 220/440V 3 PH,,2225.16,73265,Pentair,Pump Parts,Pentair>Pump Parts,Val-Pak
V20-504,7.5 HP CMK-75 220/440V 3 PH,,2227.4,73263,Pentair,Pump Parts,Pentair>Pump Parts,Val-Pak
V20-505,7.5 HP CHK-75 220/440V 3 PH,,2288.44,73266,Pentair,Pump Parts,Pentair>Pump Parts,Val-Pak
V20-506,10 HP CMK-100 220/440V 3 PH,,2387.45,73680,Pentair,Pump Parts,Pentair>Pump Parts,Val-Pak
V20-507,10 HP CHK-100 220/440V 3 PH,,2437.45,73267,Pentair,Pump Parts,Pentair>Pump Parts,Val-Pak
V20-508,15 HP CMK-150 220/440V 3 PH,,3161.08,73261,Pentair,Pump Parts,Pentair>Pump Parts,Val-Pak
V20-509,15 HP CHK-150 220/440V 3 PH,,3213.08,73268,Pentair,Pump Parts,Pentair>Pump Parts,Val-Pak
V20-510,20 HP CHK-200 220/440V 3 PH,,4650.06,73269,Pentair,Pump Parts,Pentair>Pump Parts,Val-Pak
,,,,,Pentair,Pump Parts,Pentair>Pump Parts,Val-Pak
,,,,,Pentair,Pump Parts,Pentair>Pump Parts,Val-Pak
,Pentair/Purex Filter Parts,,,,Pentair,Pump Parts,Pentair>Pump Parts,Val-Pak
V20-225,Pentair 4000 Series Gauge/Air Release,811636020092,22.9,,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-221,2000 Series S.S. Filter Clamp,811636020986,68.95,72898,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-222,2000 Series S.S. Filter Lid,811636020245,126.15,188602,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-320,Brass Rotor,811636020405,171.33,72110,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-321,Port Seal,811636020412,23.45,70729,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-319,Brass Rotor O-Ring Kit ,811636020399,4.33,,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-322S,Compression Ring ,811636020429,38.38,,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-322,Compression Ring (5/Package),811636020429,30.7,70731,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-353S,Noryl Rotor O-Ring Kit ,811636020641,3.34,,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-353,Noryl Rotor O-Ring Kit (25/Bag),811636020641,2.23,,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-323S,Compression Ring Bolt S.S. ,811636020436,0.32,,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-323,Compression Ring Bolt S.S. (100/Bag),811636020436,0.2,74927,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-326,Brass & Noryl Rotor Valve Handle S.S.,811636020450,20.08,190026,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-334,Brass/Noryl Rotor Valve Handle Ext.,811636020511,39.43,70971,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-337,"Piston Shaft 2"" (CHD)",,103.32,,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-090,"Ortega Valve Complete 1 1/2"" - Brass",811636027268,189.28,,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-089,"Ortega Valve Complete 2"" - Brass",811636027251,199.79,,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-092,"Diverter Cap & Handle 1 1/2"" - Brass",811636027275,68.37,72432,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-091,"Diverter Cap & Handle 2"" - Brass",811636020115,75.86,72431,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-335,Ortega Shaft for Noryl Diverter,811636020528,5.16,72427,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-330,Ortega Handle (Metal),811636020481,8.75,72392,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-338S,"Handle Screw 8-32 x 3/8"" S.S.",811636020542,0.22,72540,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-338,"Handle Screw 8-32 x 3/8"" S.S. (50/Bag)",811636020542,0.14,72540,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-331S,"Ortega Valve O-Ring Set 1 1/2"" ",811636020498,1.81,,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-331,"Ortega Valve O-Ring Set 1 1/2"" (25/Bag)",811636020498,1.2,,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-332S,"Ortega Valve O-Ring Set 2"" ",811636020504,1.81,,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-332,"Ortega Valve O-Ring Set 2"" (25/Bag)",811636020504,1.2,,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-339,Spa Check Valve (White),811636020559,11.62,,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-340,Spa Check Valve (Black),811636020566,11.62,,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-341,Spa Check Valve (Dark Gray),811636020573,11.62,,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-342,Spa Check Valve (Light Gray),811636020580,11.62,,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-343,Spa Check Valve Slip (White),811636020597,13.26,,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-344,Spa Check Valve Slip (Black),,13.26,,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-345,Spa Check Valve Slip (Dark Gray),811636020603,13.26,,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-346,Spa Check Valve Slip (Light Gray),811636020610,13.26,,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-350,"1"" Spa Return Line Check Valve",811636020634,13.11,10647,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-624,2024 OEM Filter Grid (25/Box),,10.82,74922,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-636,2036 OEM Filter Grid (25/Box),811636020863,13.92,74923,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-648,2048 OEM Filter Grid (25/Box),,17.14,74924,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-660,2060 OEM Filter Grid (25/Box),,20.88,74925,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-672,2072 OEM Filter Grid (25/Box),811636020894,22.49,74926,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-318,Top Holding Wheel,811636020382,9.52,71019,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-666S,"Wing Nut, S.S. 1/4"" x 20"" ",811636020870,0.71,,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-666,"Wing Nut, S.S. 1/4"" x 20"" (25/Bag)",811636020870,0.48,71404,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-667S,"Washer, S.S. 1/4"" ",811636020887,0.44,,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-667,"Washer, S.S. 1/4"" (25/Bag)",811636020887,0.3,72173,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-369S,2000 Series Manifold - 8 Holes ,811636020689,18.93,,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-369,2000 Series Manifold - 8 Holes (12/Box),811636020689,15.14,73270,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-364S,SMBW 4000 Series Red Line Tank O-ring ,811636027039,22.31,,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-364,SMBW 4000 Series Red Line Tank O-ring (25/Bag),811636027039,17.84,71439,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-365S,2000 Series Red Line Tank O-Ring ,811636020665,13.81,,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-365,2000 Series Red Line Tank O-Ring (25/Bag),811636020665,9.2,71442,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-325S,Tank Band Adjusting Screw ,811636020443,5.12,,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-325,Tank Band Adjusting Screw (5/Bag),811636020443,3.41,,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-224,"SM-2024, 21"", Red",,11.58,72885,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-236,"SM-2036, 27"", Red",811636020269,11.58,72871,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-248,"SM-2048, 33"", Red",811636020276,11.58,72872,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-260,"SM-2060, 39"", Red",811636020283,12.68,72873,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-272,"SM-2072, 45"", Red",811636020290,13.6,72874,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-324,"SMBW-2024, 21"", Brass Rotor, Blue",,11.36,73663,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-336,"SMBW-2036, 27"", Brass Rotor, Blue",811636020535,11.58,73662,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-348,"SMBW-2048, 33"", Brass Rotor, Blue",811636020627,11.58,73661,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-360,"SMBW-2060, 39"", Brass Rotor, Blue",811636020658,12.68,73660,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-372,"SMBW-2072, 45"", Brass Rotor, Blue",811636020702,13.6,73659,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-424,"SMBW-2024/4024, 21"", Noryl Rotor, White",811636020818,11.58,72870,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-436,"SMBW-2036/4036, 27"", Noryl Rotor, White",811636020825,11.58,72869,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-448,"SMBW-2048/4048, 33"", Noryl Rotor, White",811636020832,11.58,72868,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-460,"SMBW-2060, 39"", Noryl Rotor, White",811636020849,12.68,72867,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-472,"SMBW-2072, 45"", Noryl Rotor, White",811636020856,13.6,72866,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-524,"SM-4024, 21"", Red",,11.58,72875,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-536,"SM-4036, 27"", Red",,11.58,72876,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-548,"SM-4048, 33"", Red",,11.58,72877,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-544,"CFM-120, 18 7/8""",,10.88,70666,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-546,"CFM-180/240, 27 1/4""",,10.88,75147,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-547,"CFM-315, 33 1/2""",,12.73,70241,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-327,"CFW-100, 17""",811636020467,12.73,70668,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-545,"CFW-120, 13""",,12.73,70664,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
V20-328,"CFW-150, 22 3/4""",811636020474,12.73,70665,Pentair,Filter Parts,Pentair>Filter Parts,Val-Pak
,Sta-Rite Pump Parts,,,,,,>,Val-Pak
V26-380,Max-E-Glas/Dura-Glas Seal Plate,811636021433,45.9,C203-193P,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-381,Max-E-Glas/Dura-Glas Tank Body (Volute),811636021440,38.76,C176-47P1,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-363,"6"" Trap Cover",811636021327,19.85,16920-0011,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-366S,"6"" Trap Cover O-Ring ",811636021341,1.74,,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-366,"6"" Trap Cover O-Ring (12/Bag)",811636021341,1.16,16920-0012,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-361,"5"" Max-E-Glas/Dura-Glas Trap Cover",811636021303,14.29,C3-139P1,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-360S,"5"" Max-E-Glas/Dura-Glas Trap Cover O-Ring ",811636021297,1.74,,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-360,"5"" Max-E-Glas/Dura-Glas Trap Cover O-Ring (12/Bag)",811636021297,1.16,U9-229,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-362,Max-E-Pro/Dura-Glas II Trap Cover,811636021310,14.62,C3-185P,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-365S,Max-E-Pro/Dura-Glas II Trap Cover O-Ring ,811636021334,1.85,,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-365,Max-E-Pro/Dura-Glas II Trap Cover O-Ring (12/Bag),811636021334,1.24,U9-375,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-375,Dura-Glas 1/2 Horsepower Impeller ,811636021389,18.02,C105-92PS,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-376,Dura-Glas 3/4 Horsepower Impeller ,811636021396,18.02,C105-138PEBA,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-377,Dura-Glas 1 Horsepower Impeller ,811636021402,19.12,C105-137PEBA,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-378,Dura-Glas 1-1/2 Horsepower Impeller ,811636021419,22.39,C105-137PDBA,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-379,Dura-Glas 2 Horsepower Impeller ,811636021426,22.39,C105-137PDA,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-370S,Max-E-Glas II & Max-E-Pro Pump Basket ,811636021365,9.26,,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-370,Max-E-Glas II & Max-E-Pro Pump Basket (16/Box),811636021365,6.17,C8-58P,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-372S,"6"" Sta-Rite Pump Basket",811636021372,12.98,,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-372,"6"" Sta-Rite Pump Basket",811636021372,8.65,,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V40-465S,"Dura-Glas/Max-E-Glas 5"" Pump Basket",811636023383,9.68,,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V40-465,"Dura-Glas/Max-E-Glas 5"" Pump Basket (16/Box)",811636023383,7.74,C108-33P,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-354S,Dura-Glas Seal Plate O-Ring ,811636021242,2.75,,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-354,Dura-Glas Seal Plate O-Ring (12/Bag),811636021242,1.83,U9-228A,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-359S,Dura-Glas Trap Gasket Rubber ,811636021280,1.81,,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-359,Dura-Glas Trap Gasket Rubber (12/Bag),811636021280,1.2,C20-123,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-367,Max-E-Glas/Dura-Glas Diffuser 3/4 to 2 HP (Full Rated),811636021358,7.61,C1-200PA,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-368S,Diffuser O-Ring ,,0.65,,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-368,Diffuser O-Ring (12/Bag),,0.43,U9-226,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-352S,Impeller Locking Screw ,811636021235,2.97,,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-352,Impeller Locking Screw (10/Bag),811636021235,1.98,C30-12,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-351,Dura-Glas Clamp,811636021228,29.52,C19-37A,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-358,Dura-Glas Clamp Knob,811636021273,4.13,WC36-22,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-334,C3-67 Cast Iron Adapter,,33.43,,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
V26-333,C3-66D Copper Liner F Series,811636021204,30.76,,Sta-Rite,Pump Parts,Sta-Rite>Pump Parts,Val-Pak
,Sta-Rite Filter Parts,,,,,,>,Val-Pak
V26-100,Sta-Rite System 3 Air Relief & Gauge Assembly,811636020030,22.9,24850-0105,Sta-Rite,Filter Parts,Sta-Rite>Filter Parts,Val-Pak
V26-335,"1/4"" S.S. Through Rod - 24 7/8""",,13.24,WC-30-39,Sta-Rite,Filter Parts,Sta-Rite>Filter Parts,Val-Pak
V26-350,"1/4""-20 S.S. All Thread Rod - 36""",811636021211,13.97,,Sta-Rite,Filter Parts,Sta-Rite>Filter Parts,Val-Pak
V26-347,"Piston, Cap & Handle 1 1/2"" O/S",,156.28,WC-158-3,Sta-Rite,Filter Parts,Sta-Rite>Filter Parts,Val-Pak
V26-357,"Piston, Cap & Handle 1 1/2"" N/S",,156.28,WC-158-5,Sta-Rite,Filter Parts,Sta-Rite>Filter Parts,Val-Pak
V26-349,"Piston, Cap & Handle 2"" ",,185.22,WC-158-6,Sta-Rite,Filter Parts,Sta-Rite>Filter Parts,Val-Pak
V26-348,"Piston, Cap & Handle 1 1/2"" - 3 Puck",,191.01,WC-158-12,Sta-Rite,Filter Parts,Sta-Rite>Filter Parts,Val-Pak
V26-500,"Duetta Piston Shaft 2"" - Brass, 15 3/4""",811636021457,60.2,,Sta-Rite,Filter Parts,Sta-Rite>Filter Parts,Val-Pak
V26-501,Duetta Piston Cap & Handle Brass,,75.25,,Sta-Rite,Filter Parts,Sta-Rite>Filter Parts,Val-Pak
V26-502,Duetta Index Plate,811636021464,17.65,,Sta-Rite,Filter Parts,Sta-Rite>Filter Parts,Val-Pak
V26-339S,"Piston O-Ring Set 1 1/2"" O/S ",,2.35,,Sta-Rite,Filter Parts,Sta-Rite>Filter Parts,Val-Pak
V26-339,"Piston O-Ring Set 1 1/2"" O/S (25/Bag)",,1.53,,Sta-Rite,Filter Parts,Sta-Rite>Filter Parts,Val-Pak
V26-340S,"Piston O-Ring Set 1 1/2"" 3-Puck ",,2.3,,Sta-Rite,Filter Parts,Sta-Rite>Filter Parts,Val-Pak
V26-340,"Piston O-Ring Set 1 1/2"" 3-Puck (25/Bag)",,1.53,,Sta-Rite,Filter Parts,Sta-Rite>Filter Parts,Val-Pak
V26-341S,"Piston O-Ring Set 2"" (25/Bag)",,2.3,,Sta-Rite,Filter Parts,Sta-Rite>Filter Parts,Val-Pak
V26-341,"Piston O-Ring Set 2"" (25/Bag)",,1.53,,Sta-Rite,Filter Parts,Sta-Rite>Filter Parts,Val-Pak
V26-355,"18"" Tank Clamp (2-Pieces)",811636021266,61.99,WC-219-13,Sta-Rite,Filter Parts,Sta-Rite>Filter Parts,Val-Pak
,Swimquip Pump & Filter Parts,,,,,,>,Val-Pak
V22-112S,Pump Shaft ,811636021105,17.24,,Swimquip,Replacement Parts,Swimquip>Replacement Parts,Val-Pak
V22-112,Pump Shaft (5/Bag),811636021105,13.79,16800-29,Swimquip,Replacement Parts,Swimquip>Replacement Parts,Val-Pak
V22-111,4D Element Retaining Rod S.S.,811636021099,10.25,23900-0039,Swimquip,Replacement Parts,Swimquip>Replacement Parts,Val-Pak
V22-123,DES-36 Filter Clamp,811636021198,96.52,24700-0594,Swimquip,Replacement Parts,Swimquip>Replacement Parts,Val-Pak
V22-113,"Piston & Shaft 1 1/2"" - 15 1/4"" Long",811636021112,62.46,14819-11,Swimquip,Replacement Parts,Swimquip>Replacement Parts,Val-Pak
V22-114,"Piston & Shaft 2"" - 15 1/4"" Long",811636021129,62.46,14823-11,Swimquip,Replacement Parts,Swimquip>Replacement Parts,Val-Pak
V22-115S,"Piston O-Ring Set 1 1/2"" ",811636021136,2.3,,Swimquip,Replacement Parts,Swimquip>Replacement Parts,Val-Pak
V22-115,"Piston O-Ring Set 1 1/2"" (25/Bag)",811636021136,1.53,,Swimquip,Replacement Parts,Swimquip>Replacement Parts,Val-Pak
V22-116S,"Piston O-Ring Set 2"" ",811636021143,2.3,,Swimquip,Replacement Parts,Swimquip>Replacement Parts,Val-Pak
V22-116,"Piston O-Ring Set 2"" (25/Bag)",811636021143,1.53,,Swimquip,Replacement Parts,Swimquip>Replacement Parts,Val-Pak
V22-121S,"Plastic Piston O-Ring Set 2"" ",811636021174,2.75,,Swimquip,Replacement Parts,Swimquip>Replacement Parts,Val-Pak
V22-121,"Plastic Piston O-Ring Set 2"" (25/Bag)",811636021174,1.83,,Swimquip,Replacement Parts,Swimquip>Replacement Parts,Val-Pak
V22-118S,"Spring Pin 1/8"" x 9/16"" S.S. ",,1.61,,Swimquip,Replacement Parts,Swimquip>Replacement Parts,Val-Pak
V22-118,"Spring Pin 1/8"" x 9/16"" S.S. (50/Bag)",,1.07,,Swimquip,Replacement Parts,Swimquip>Replacement Parts,Val-Pak
V22-119S,"Spring Pin 1/8"" x 7/8"" S.S. ",811636021167,1.61,,Swimquip,Replacement Parts,Swimquip>Replacement Parts,Val-Pak
V22-119,"Spring Pin 1/8"" x 7/8"" S.S. (50/Bag)",811636021167,1.07,,Swimquip,Replacement Parts,Swimquip>Replacement Parts,Val-Pak
,Swimquip Skimmer Parts,,,,,,>,Val-Pak
V22-110S,U3 Skimmer Basket ,811636020085,12.68,08650-0007,Swimquip,Skimmer Parts,Swimquip>Skimmer Parts,Val-Pak
V22-110,U3 Skimmer Basket (28/Box),811636020085,10.15,08650-0007,Swimquip,Skimmer Parts,Swimquip>Skimmer Parts,Val-Pak
V22-110HS,U3 Skimmer Basket Handle ,,2.65,,Swimquip,Skimmer Parts,Swimquip>Skimmer Parts,Val-Pak
V22-110H,U3 Skimmer Basket Handle (10/Bag),,1.76,,Swimquip,Skimmer Parts,Swimquip>Skimmer Parts,Val-Pak
V22-109W,U3 Skimmer Lid White,811636021082,4.72,08650-0058,Swimquip,Skimmer Parts,Swimquip>Skimmer Parts,Val-Pak
V22-109G,U3 Skimmer Lid Gray,811636021044,4.72,08650-0058C,Swimquip,Skimmer Parts,Swimquip>Skimmer Parts,Val-Pak
V22-109T,U3 Skimmer Lid Tan,811636021075,4.72,08650-0158,Swimquip,Skimmer Parts,Swimquip>Skimmer Parts,Val-Pak
V22-109R,U3 Skimmer Lid Red,811636021068,4.72,,Swimquip,Skimmer Parts,Swimquip>Skimmer Parts,Val-Pak
V22-109GR,U3 Skimmer Lid Green,811636021051,4.72,,Swimquip,Skimmer Parts,Swimquip>Skimmer Parts,Val-Pak
V22-100,U3 Brass Skimmer Lid & Ring ,811636021037,225.74,,Swimquip,Skimmer Parts,Swimquip>Skimmer Parts,Val-Pak
V22-100-1,U3 Brass Skimmer Lid & Ring w/out Screws,811636021037,225.74,,Swimquip,Skimmer Parts,Swimquip>Skimmer Parts,Val-Pak
V22-100-2,U3 Brass Skimmer Lid  w/Screws,811636021037,114.6,,Swimquip,Skimmer Parts,Swimquip>Skimmer Parts,Val-Pak
V22-600,"19"" Swim Quip Skimmer Lid",,184.8,,Swimquip,Skimmer Parts,Swimquip>Skimmer Parts,Val-Pak
V22-100-3,U3 Brass Skimmer Lid w/Out Screws,811636021037,114.6,,Swimquip,Skimmer Parts,Swimquip>Skimmer Parts,Val-Pak
,Swimrite Pump & Filter Parts,,,,,,>,Val-Pak
V30-465,"5"" Brass Lid O-Ring",,1.43,,Swimrite,Replacement Parts,Swimrite>Replacement Parts,Val-Pak
V30-442,"7"" S.S. Pot Clear Lid - 7"" Dia",811636021556,32.79,397048,Swimrite,Replacement Parts,Swimrite>Replacement Parts,Val-Pak
V30-443,"7"" Clamp for S.S. Pot ",,34.1,,Swimrite,Replacement Parts,Swimrite>Replacement Parts,Val-Pak
V30-451,"7"" Noryl Pot Clear Lid - 6 1/4"" Dia",,30.17,,Swimrite,Replacement Parts,Swimrite>Replacement Parts,Val-Pak
V30-449S,Pump Shaft with O-Ring ,811636021587,24.51,,Swimrite,Replacement Parts,Swimrite>Replacement Parts,Val-Pak
V30-449,Pump Shaft with O-Ring (5/Bag),811636021587,19.61,,Swimrite,Replacement Parts,Swimrite>Replacement Parts,Val-Pak
V30-411,"Piston, Cap & Handle 1 1/2"" - O/S, (Short)",,128.54,30-828-782,Swimrite,Replacement Parts,Swimrite>Replacement Parts,Val-Pak
V30-413,"Piston, Cap & Handle 1 1/2"" - N/S, (Long)",,128.54,30-828-780,Swimrite,Replacement Parts,Swimrite>Replacement Parts,Val-Pak
V30-417,"Piston, Cap & Handle 2"" ",,144.27,30-828-783,Swimrite,Replacement Parts,Swimrite>Replacement Parts,Val-Pak
V30-422S,"Piston O-Ring Set 1 1/2"" O/S, N/S ",811636021549,2.3,,Swimrite,Replacement Parts,Swimrite>Replacement Parts,Val-Pak
V30-422,"Piston O-Ring Set 1 1/2"" O/S, N/S (25/Bag)",811636021549,1.53,,Swimrite,Replacement Parts,Swimrite>Replacement Parts,Val-Pak
V30-423S,"Piston O-Ring Set 2"" ",,2.3,,Swimrite,Replacement Parts,Swimrite>Replacement Parts,Val-Pak
V30-423,"Piston O-Ring Set 2"" (25/Bag)",,1.53,,Swimrite,Replacement Parts,Swimrite>Replacement Parts,Val-Pak
V30-450S,"1/8"" x 3/4"" Spring Pin S.S. ",,1.61,,Swimrite,Replacement Parts,Swimrite>Replacement Parts,Val-Pak
V30-450,"1/8"" x 3/4"" Spring Pin S.S. (50/Bag)",,1.07,,Swimrite,Replacement Parts,Swimrite>Replacement Parts,Val-Pak
V30-126,"1 1/2"" Manifold",811636021525,45.36,,Swimrite,Replacement Parts,Swimrite>Replacement Parts,Val-Pak
